sample_id,image_name,annotated,severity,confidence,screening_only,note,image_kind,lesion_count,spot_rate,dark_fraction,necrosis_ratio,leaf_area_px,isolation,coverage
id1,20260328_100120_HDR.jpg,no,0.5001,0.3194,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,141,17.166,0.0,0.2044,82140,0.913,0.418
id1,20260328_100122_HDR.jpg,no,0.5,0.2987,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,137,15.0,0.0,0.205,91334,0.853,0.465
id1,20260328_100123_HDR.jpg,no,0.4698,0.2981,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,130,13.114,0.0,0.1827,99133,0.852,0.504
id1,20260328_100126_HDR.jpg,no,0.4184,0.2845,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,86,8.74,0.0001,0.164,98394,0.813,0.5
id1,20260328_100128_HDR.jpg,no,0.5,0.2659,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,101,10.459,0.0,0.2212,96564,0.76,0.491
id1,20260328_100130_HDR.jpg,no,0.4522,0.2807,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,74,6.814,0.0,0.2137,108594,0.802,0.552
id1,20260328_100132_HDR.jpg,no,0.473,0.2915,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,113,9.947,0.0001,0.1847,113598,0.833,0.578
id1,20260328_100134_HDR.jpg,no,0.3799,0.2855,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,95,8.532,0.0001,0.1438,111347,0.816,0.566
id1,20260328_100139_HDR.jpg,no,0.3265,0.3177,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,99,14.945,0.0003,0.1002,66242,0.908,0.337
id1,20260328_100141_HDR.jpg,no,0.3109,0.3312,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,102,16.175,0.0052,0.0795,63062,0.946,0.321
id1,20260328_100144_HDR.jpg,no,0.2981,0.3246,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,98,13.315,0.0015,0.0811,73602,0.927,0.374
id1,20260328_100147_HDR.jpg,no,0.3251,0.3153,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,140,16.147,0.0003,0.0993,86702,0.901,0.441
id1,20260328_100149_HDR.jpg,no,0.2884,0.328,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,156,17.762,0.0009,0.077,87830,0.937,0.447
id1,20260328_100154_HDR.jpg,no,0.2836,0.2645,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,115,15.273,0.0264,0.0136,75296,0.756,0.383
id1,20260328_100157_HDR.jpg,no,0.3911,0.2455,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,100,10.797,0.0374,0.0488,92615,0.701,0.471
id1,20260328_100158_HDR.jpg,no,0.3615,0.2616,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,113,10.707,0.0219,0.0687,105543,0.747,0.537
id1,20260328_100200_HDR.jpg,no,0.5201,0.2269,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,118,12.317,0.0579,0.0736,95800,0.648,0.487
id1,20260328_100202_HDR.jpg,no,0.4835,0.2315,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,117,11.931,0.051,0.0691,98062,0.661,0.499
id1,20260328_100204_HDR.jpg,no,0.4971,0.2771,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,90,7.833,0.0635,0.0658,114900,0.792,0.584
id2,20260328_100220_HDR.jpg,no,0.1859,0.2998,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,131,18.893,0.0025,0.0146,69338,0.857,0.353
id2,20260328_100222_HDR.jpg,no,0.1721,0.3122,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,126,17.424,0.0011,0.0101,72315,0.892,0.368
id2,20260328_100224_HDR.jpg,no,0.1781,0.3185,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,125,18.868,0.0027,0.0096,66249,0.91,0.337
id2,20260328_100226_HDR.jpg,no,0.1587,0.3309,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,115,16.632,0.001,0.0027,69144,0.945,0.352
id2,20260328_100229_HDR.jpg,no,0.1779,0.2934,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,124,16.717,0.0028,0.0092,74175,0.838,0.377
id2,20260328_100231_HDR.jpg,no,0.2008,0.3101,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,140,15.547,0.0013,0.026,90048,0.886,0.458
id2,20260328_100233_HDR.jpg,no,0.2141,0.3006,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,140,14.179,0.0003,0.036,98736,0.859,0.502
id2,20260328_100236_HDR.jpg,no,0.3308,0.3142,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,166,12.849,0.0005,0.1021,129195,0.898,0.657
id2,20260328_100239_HDR.jpg,no,0.3266,0.3146,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,186,13.485,0.0016,0.0972,137936,0.899,0.702
id2,20260328_100243_HDR.jpg,no,0.169,0.2855,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,84,15.143,0.0,0.0108,55470,0.816,0.282
id2,20260328_100245_HDR.jpg,no,0.1701,0.2636,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,114,18.967,0.0011,0.0088,60105,0.753,0.306
id3,20260328_100258_HDR.jpg,no,0.341,0.318,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,225,17.518,0.0,0.1091,128437,0.908,0.653
id3,20260328_100300_HDR.jpg,no,0.3276,0.3311,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,221,16.249,0.0,0.1015,136007,0.946,0.692
id3,20260328_100302_HDR.jpg,no,0.2994,0.3278,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,213,15.315,0.0,0.0854,139078,0.936,0.707
id3,20260328_100304_HDR.jpg,no,0.2377,0.3188,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,164,12.342,0.0038,0.0409,132875,0.911,0.676
id3,20260328_100308_HDR.jpg,no,0.2575,0.3246,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,172,12.929,0.0005,0.0602,133031,0.927,0.677
id3,20260328_100351_HDR.jpg,no,0.2841,0.3344,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,146,10.003,0.015,0.041,145950,0.955,0.742
id3,20260328_100354_HDR.jpg,no,0.268,0.3314,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,197,12.377,0.0122,0.0385,159163,0.947,0.81
id4,20260328_100551_HDR.jpg,no,0.4625,0.2064,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,95,15.634,0.0441,0.0736,60766,0.59,0.309
id4,20260328_100554_HDR.jpg,no,0.5756,0.2119,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,85,11.489,0.0475,0.13,73981,0.605,0.376
id4,20260328_100557_HDR.jpg,no,0.5341,0.2166,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,75,9.382,0.0387,0.1325,79943,0.619,0.407
id4,20260328_100559_HDR.jpg,no,0.5235,0.2163,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,91,10.298,0.0372,0.1249,88367,0.618,0.449
id4,20260328_100601_HDR.jpg,no,0.8544,0.224,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,98,10.79,0.1142,0.1306,90823,0.64,0.462
id4,20260328_100603_HDR.jpg,no,0.8769,0.1929,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,73,9.719,0.1162,0.1411,75111,0.551,0.382
id4,20260328_100607_HDR.jpg,no,0.8791,0.2116,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,92,11.911,0.1305,0.1309,77240,0.605,0.393
id4,20260328_100615_HDR.jpg,no,0.5724,0.1502,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,73,10.827,0.0541,0.1125,67422,0.429,0.343
id4,20260328_100618_HDR.jpg,no,0.5266,0.191,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,109,12.25,0.0596,0.0732,88982,0.546,0.453
id5,20260328_100623_HDR.jpg,no,0.3514,0.2329,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,98,14.413,0.0197,0.0682,67996,0.665,0.346
id5,20260328_100625_HDR.jpg,no,0.3596,0.2567,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,100,13.796,0.0216,0.0683,72483,0.733,0.369
id5,20260328_100629_HDR.jpg,no,0.3565,0.2305,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,104,14.938,0.0143,0.084,69622,0.658,0.354
id5,20260328_100632_HDR.jpg,no,0.3984,0.2363,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,99,14.651,0.0192,0.0963,67570,0.675,0.344
id5,20260328_100637_HDR.jpg,no,0.4892,0.2458,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,136,18.122,0.0337,0.1135,75046,0.702,0.382
id6,20260328_100646_HDR.jpg,no,0.5181,0.2367,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,88,11.73,0.0609,0.0654,75019,0.676,0.382
id6,20260328_100649_HDR.jpg,no,0.6333,0.2445,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,111,13.06,0.093,0.0547,84990,0.699,0.432
id6,20260328_100654_HDR.jpg,no,0.4299,0.2593,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,141,15.778,0.0463,0.0498,89363,0.741,0.455
id6,20260328_100658_HDR.jpg,no,0.5278,0.1784,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,90,13.331,0.0652,0.0606,67514,0.51,0.343
id6,20260328_100745_HDR.jpg,no,0.4185,0.2572,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,85,10.815,0.0011,0.1508,78595,0.735,0.4
id6,20260328_100747_HDR.jpg,no,0.3609,0.2251,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,67,9.838,0.0009,0.1198,68101,0.643,0.346
id6,20260328_100750_HDR.jpg,no,0.1591,0.1817,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,32,16.005,0.0,0.0052,19994,0.519,0.102
id6,20260328_100759_HDR.jpg,no,0.4444,0.3028,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,119,11.701,0.0089,0.147,101701,0.865,0.517
id6,20260328_100802_HDR.jpg,no,0.4519,0.2465,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,77,9.705,0.0141,0.1415,79338,0.704,0.404
id6,20260328_100806_HDR.jpg,no,0.4558,0.245,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,73,8.653,0.0256,0.1254,84368,0.7,0.429
id6,20260328_100810_HDR.jpg,no,0.1797,0.2928,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,65,15.436,0.0,0.017,42110,0.837,0.214
id6,20260328_100813_HDR.jpg,no,0.1842,0.2841,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,56,14.019,0.0028,0.013,39946,0.812,0.203
id6,20260328_100817_HDR.jpg,no,0.3001,0.2626,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,127,18.384,0.0111,0.0594,69083,0.75,0.351
id6,20260328_100820_HDR.jpg,no,0.2656,0.3015,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,104,14.296,0.0139,0.033,72750,0.861,0.37
id6,20260328_100824_HDR.jpg,no,0.3511,0.2261,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,66,10.903,0.0269,0.0508,60534,0.646,0.308
id6,20260328_100827_HDR.jpg,no,0.3807,0.2118,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,73,12.95,0.02,0.0841,56372,0.605,0.287
id6,20260328_100833.jpg,no,0.4015,0.3129,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,94,13.433,0.0447,0.0373,69977,0.894,0.356
id6,20260328_100835.jpg,no,0.4223,0.3054,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,79,11.143,0.048,0.0413,70895,0.873,0.361
id6,20260328_100838_HDR.jpg,no,0.4206,0.321,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,105,14.172,0.0448,0.048,74088,0.917,0.377
id6,20260328_100843.jpg,no,0.821,0.3262,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,116,11.554,0.1026,0.139,100395,0.932,0.511
id6,20260328_100845.jpg,no,0.7922,0.3096,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,93,9.115,0.1036,0.1278,102025,0.884,0.519
id6,20260328_100847.jpg,no,0.6876,0.2597,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,96,10.062,0.0627,0.1579,95411,0.742,0.485
id6,20260328_100849.jpg,no,0.6226,0.2242,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,108,12.944,0.0299,0.1988,83438,0.64,0.424
id6,20260328_100851.jpg,no,0.602,0.2267,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,76,9.229,0.0329,0.1866,82346,0.648,0.419
id6,20260328_100855.jpg,no,0.7885,0.2523,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,67,7.408,0.0998,0.1494,90447,0.721,0.46
id6,20260328_100902.jpg,no,0.6585,0.2466,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,113,15.873,0.0771,0.1069,71189,0.705,0.362
id6,20260328_100905.jpg,no,0.6792,0.2231,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,71,11.665,0.0836,0.1033,60868,0.637,0.31
id6,20260328_100908.jpg,no,0.6092,0.2111,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,97,14.198,0.067,0.103,68319,0.603,0.347
id6,20260328_100910.jpg,no,0.5825,0.2559,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,96,11.022,0.0619,0.0998,87098,0.731,0.443
id6,20260328_100912.jpg,no,0.4702,0.2478,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,119,14.077,0.0326,0.1053,84535,0.708,0.43
id6,20260328_100915.jpg,no,0.6741,0.2867,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,67,12.657,0.0866,0.0932,52936,0.819,0.269
id6,20260328_100918.jpg,no,0.6912,0.3041,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,71,11.126,0.0878,0.1001,63815,0.869,0.325
id6,20260328_100920.jpg,no,0.7377,0.2786,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,75,12.053,0.089,0.1239,62223,0.796,0.316
id6,20260328_100926.jpg,no,0.6704,0.3129,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,102,11.183,0.0746,0.1198,91208,0.894,0.464
id6,20260328_100929.jpg,no,0.6913,0.292,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,125,14.177,0.0868,0.1026,88170,0.834,0.448
id7,20260328_101004_HDR.jpg,no,0.4027,0.2754,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,81,9.958,0.0092,0.1229,81343,0.787,0.414
id7,20260328_101028_HDR.jpg,no,0.5169,0.231,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,95,11.59,0.0198,0.1625,81964,0.66,0.417
id7,20260328_101031_HDR.jpg,no,0.5108,0.2456,True,Whole-plant CV cannot resolve lesions; see class docstring,plant,80,9.942,0.0165,0.1674,80468,0.702,0.409
